[a_Rodin.utils-DBG]: RodinBridge: register
[a_Rodin.utils-WRN]: Port 61863 is in use
[a_Rodin.utils-WRN]: Server running on port 61864
Traceback (most recent call last):
  File "C:\Program Files\Blender Foundation\Blender 5.2\5.2\scripts\modules\addon_utils.py", line 458, in enable
    mod = importlib.import_module(module_name)
  File "C:\Program Files\Blender Foundation\Blender 5.2\5.2\python\Lib\importlib\__init__.py", line 88, in import_module
    return _bootstrap._gcd_import(name[level:], package, level)
           ~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "<frozen importlib._bootstrap>", line 1395, in _gcd_import
  File "<frozen importlib._bootstrap>", line 1360, in _find_and_load
  File "<frozen importlib._bootstrap>", line 1331, in _find_and_load_unlocked
  File "<frozen importlib._bootstrap>", line 935, in _load_unlocked
  File "<frozen importlib._bootstrap_external>", line 1023, in exec_module
  File "<frozen importlib._bootstrap>", line 488, in _call_with_frames_removed
  File "C:\Users\d.grab\AppData\Roaming\Blender Foundation\Blender\5.2\extensions\user_default\higgsfield_blender\__init__.py", line 60, in <module>
    from .features import bridge_gate, phonecam
  File "C:\Users\d.grab\AppData\Roaming\Blender Foundation\Blender\5.2\extensions\user_default\higgsfield_blender\features\bridge_gate.py", line 23, in <module>
    from ..fnf.session import _active_workspace_id, is_authenticated
  File "C:\Users\d.grab\AppData\Roaming\Blender Foundation\Blender\5.2\extensions\user_default\higgsfield_blender\fnf\session.py", line 31, in <module>
    import httpx
ModuleNotFoundError: No module named 'httpx'
[a_Rodin.utils-DBG]: on_scene_load
[a_Rodin.utils-DBG]: ensure_default_image
00:03.938  blend            | Read blend: "C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\Death_Final.blend"
00:47.500  render           | Time: 00:00.50 (Saving: 00:00.06)
00:47.500  render           | Rendering frame 81
00:47.500  render           | Start rendering: Scene, ViewLayer
00:47.500  render           | Engine: EEVEE
00:47.594  render           | Fra: 81 | Rendering 1 / 64 samples
00:47.766  render           | Fra: 81 | Rendering 25 / 64 samples
00:47.875  render           | Fra: 81 | Rendering 50 / 64 samples
00:47.938  render           | Fra: 81 | Rendering 64 / 64 samples
00:48.047  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0081.png'
00:48.047  render           | Time: 00:00.54 (Saving: 00:00.06)
00:48.047  render           | Rendering frame 82
00:48.047  render           | Start rendering: Scene, ViewLayer
00:48.047  render           | Engine: EEVEE
00:48.125  render           | Fra: 82 | Rendering 1 / 64 samples
00:48.266  render           | Fra: 82 | Rendering 25 / 64 samples
00:48.375  render           | Fra: 82 | Rendering 50 / 64 samples
00:48.438  render           | Fra: 82 | Rendering 64 / 64 samples
00:48.516  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0082.png'
00:48.516  render           | Time: 00:00.47 (Saving: 00:00.05)
00:48.516  render           | Rendering frame 83
00:48.516  render           | Start rendering: Scene, ViewLayer
00:48.516  render           | Engine: EEVEE
00:48.610  render           | Fra: 83 | Rendering 1 / 64 samples
00:48.782  render           | Fra: 83 | Rendering 25 / 64 samples
00:48.891  render           | Fra: 83 | Rendering 50 / 64 samples
00:48.938  render           | Fra: 83 | Rendering 64 / 64 samples
00:49.047  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0083.png'
00:49.047  render           | Time: 00:00.51 (Saving: 00:00.06)
00:49.047  render           | Rendering frame 84
00:49.047  render           | Start rendering: Scene, ViewLayer
00:49.047  render           | Engine: EEVEE
00:49.141  render           | Fra: 84 | Rendering 1 / 64 samples
00:49.297  render           | Fra: 84 | Rendering 25 / 64 samples
00:49.391  render           | Fra: 84 | Rendering 50 / 64 samples
00:49.453  render           | Fra: 84 | Rendering 64 / 64 samples
00:49.547  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0084.png'
00:49.547  render           | Time: 00:00.50 (Saving: 00:00.05)
00:49.547  render           | Rendering frame 85
00:49.547  render           | Start rendering: Scene, ViewLayer
00:49.547  render           | Engine: EEVEE
00:49.625  render           | Fra: 85 | Rendering 1 / 64 samples
00:49.782  render           | Fra: 85 | Rendering 25 / 64 samples
00:49.875  render           | Fra: 85 | Rendering 50 / 64 samples
00:49.938  render           | Fra: 85 | Rendering 64 / 64 samples
00:50.016  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0085.png'
00:50.016  render           | Time: 00:00.47 (Saving: 00:00.05)
00:50.016  render           | Rendering frame 86
00:50.016  render           | Start rendering: Scene, ViewLayer
00:50.016  render           | Engine: EEVEE
00:50.110  render           | Fra: 86 | Rendering 1 / 64 samples
00:50.266  render           | Fra: 86 | Rendering 25 / 64 samples
00:50.375  render           | Fra: 86 | Rendering 50 / 64 samples
00:50.438  render           | Fra: 86 | Rendering 64 / 64 samples
00:50.547  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0086.png'
00:50.547  render           | Time: 00:00.52 (Saving: 00:00.05)
00:50.547  render           | Rendering frame 87
00:50.547  render           | Start rendering: Scene, ViewLayer
00:50.547  render           | Engine: EEVEE
00:50.625  render           | Fra: 87 | Rendering 1 / 64 samples
00:50.782  render           | Fra: 87 | Rendering 25 / 64 samples
00:50.891  render           | Fra: 87 | Rendering 50 / 64 samples
00:50.938  render           | Fra: 87 | Rendering 64 / 64 samples
00:51.032  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0087.png'
00:51.032  render           | Time: 00:00.49 (Saving: 00:00.05)
00:51.032  render           | Rendering frame 88
00:51.032  render           | Start rendering: Scene, ViewLayer
00:51.032  render           | Engine: EEVEE
00:51.110  render           | Fra: 88 | Rendering 1 / 64 samples
00:51.266  render           | Fra: 88 | Rendering 25 / 64 samples
00:51.375  render           | Fra: 88 | Rendering 50 / 64 samples
00:51.453  render           | Fra: 88 | Rendering 64 / 64 samples
00:51.578  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0088.png'
00:51.578  render           | Time: 00:00.53 (Saving: 00:00.07)
00:51.578  render           | Rendering frame 89
00:51.578  render           | Start rendering: Scene, ViewLayer
00:51.578  render           | Engine: EEVEE
00:51.657  render           | Fra: 89 | Rendering 1 / 64 samples
00:51.813  render           | Fra: 89 | Rendering 25 / 64 samples
00:51.922  render           | Fra: 89 | Rendering 50 / 64 samples
00:51.969  render           | Fra: 89 | Rendering 64 / 64 samples
00:52.063  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0089.png'
00:52.063  render           | Time: 00:00.48 (Saving: 00:00.05)
00:52.063  render           | Rendering frame 90
00:52.063  render           | Start rendering: Scene, ViewLayer
00:52.063  render           | Engine: EEVEE
00:52.141  render           | Fra: 90 | Rendering 1 / 64 samples
00:52.297  render           | Fra: 90 | Rendering 25 / 64 samples
00:52.407  render           | Fra: 90 | Rendering 50 / 64 samples
00:52.469  render           | Fra: 90 | Rendering 64 / 64 samples
00:52.563  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0090.png'
00:52.563  render           | Time: 00:00.50 (Saving: 00:00.06)
00:52.563  render           | Rendering frame 91
00:52.563  render           | Start rendering: Scene, ViewLayer
00:52.563  render           | Engine: EEVEE
00:52.672  render           | Fra: 91 | Rendering 1 / 64 samples
00:52.828  render           | Fra: 91 | Rendering 25 / 64 samples
00:52.938  render           | Fra: 91 | Rendering 50 / 64 samples
00:53.016  render           | Fra: 91 | Rendering 64 / 64 samples
00:53.094  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0091.png'
00:53.094  render           | Time: 00:00.53 (Saving: 00:00.05)
00:53.094  render           | Rendering frame 92
00:53.094  render           | Start rendering: Scene, ViewLayer
00:53.094  render           | Engine: EEVEE
00:53.172  render           | Fra: 92 | Rendering 1 / 64 samples
00:53.328  render           | Fra: 92 | Rendering 25 / 64 samples
00:53.438  render           | Fra: 92 | Rendering 50 / 64 samples
00:53.500  render           | Fra: 92 | Rendering 64 / 64 samples
00:53.578  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0092.png'
00:53.578  render           | Time: 00:00.48 (Saving: 00:00.06)
00:53.578  render           | Rendering frame 93
00:53.578  render           | Start rendering: Scene, ViewLayer
00:53.578  render           | Engine: EEVEE
00:53.672  render           | Fra: 93 | Rendering 1 / 64 samples
00:53.828  render           | Fra: 93 | Rendering 25 / 64 samples
00:53.938  render           | Fra: 93 | Rendering 50 / 64 samples
00:54.000  render           | Fra: 93 | Rendering 64 / 64 samples
00:54.110  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0093.png'
00:54.110  render           | Time: 00:00.53 (Saving: 00:00.06)
00:54.110  render           | Rendering frame 94
00:54.110  render           | Start rendering: Scene, ViewLayer
00:54.110  render           | Engine: EEVEE
00:54.203  render           | Fra: 94 | Rendering 1 / 64 samples
00:54.375  render           | Fra: 94 | Rendering 25 / 64 samples
00:54.485  render           | Fra: 94 | Rendering 50 / 64 samples
00:54.532  render           | Fra: 94 | Rendering 64 / 64 samples
00:54.625  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0094.png'
00:54.625  render           | Time: 00:00.51 (Saving: 00:00.05)
00:54.625  render           | Rendering frame 95
00:54.625  render           | Start rendering: Scene, ViewLayer
00:54.625  render           | Engine: EEVEE
00:54.719  render           | Fra: 95 | Rendering 1 / 64 samples
00:54.875  render           | Fra: 95 | Rendering 25 / 64 samples
00:54.969  render           | Fra: 95 | Rendering 50 / 64 samples
00:55.047  render           | Fra: 95 | Rendering 64 / 64 samples
00:55.141  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0095.png'
00:55.141  render           | Time: 00:00.51 (Saving: 00:00.06)
00:55.141  render           | Rendering frame 96
00:55.141  render           | Start rendering: Scene, ViewLayer
00:55.141  render           | Engine: EEVEE
00:55.235  render           | Fra: 96 | Rendering 1 / 64 samples
00:55.391  render           | Fra: 96 | Rendering 25 / 64 samples
00:55.500  render           | Fra: 96 | Rendering 50 / 64 samples
00:55.563  render           | Fra: 96 | Rendering 64 / 64 samples
00:55.657  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0096.png'
00:55.657  render           | Time: 00:00.50 (Saving: 00:00.05)
[a_Rodin.utils-DBG]: RodinBridge: unregister
Traceback (most recent call last):
  File "C:\Program Files\Blender Foundation\Blender 5.2\5.2\scripts\modules\addon_utils.py", line 595, in disable
    mod.unregister()
    ~~~~~~~~~~~~~~^^
  File "C:\Users\d.grab\AppData\Roaming\Blender Foundation\Blender\5.2\scripts\addons\a_Rodin\__init__.py", line 28, in unregister
    unreg()
    ~~~~~^^
  File "C:\Program Files\Blender Foundation\Blender 5.2\5.2\scripts\modules\bpy\utils\__init__.py", line 1054, in unregister
    mod.unregister()
    ~~~~~~~~~~~~~~^^
  File "C:\Program Files\Blender Foundation\Blender 5.2\5.2\scripts\modules\bpy\utils\__init__.py", line 1054, in unregister
    mod.unregister()
    ~~~~~~~~~~~~~~^^
  File "C:\Program Files\Blender Foundation\Blender 5.2\5.2\scripts\modules\bpy\utils\__init__.py", line 1054, in unregister
    mod.unregister()
    ~~~~~~~~~~~~~~^^
  File "C:\Users\d.grab\AppData\Roaming\Blender Foundation\Blender\5.2\scripts\addons\a_Rodin\src\rodin\properties.py", line 408, in unregister
    bpy.app.handlers.load_post.remove(on_scene_load)
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^
ValueError: list.remove(x): x not in list
Reloading external rigs...
Reloading external metarigs...
Exception in module unregister(): 'C:\\Users\\d.grab\\AppData\\Roaming\\Blender Foundation\\Blender\\5.2\\scripts\\addons\\a_Rodin\\__init__.py'

Blender quit
